"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Vanuatu","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Vanuatu","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Vanuatu","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Vanuatu","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Vanuatu","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Vanuatu","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Venezuela","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Venezuela","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Venezuela","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Venezuela","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Venezuela","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Venezuela","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Venezuela","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Venezuela","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Vietnam","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Vietnam","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Vietnam","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Vietnam","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Vietnam","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Vietnam","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Vietnam","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Vietnam","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Yemen","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Yemen","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Yemen","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Yemen","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Yemen","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Yemen","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Yemen","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Yemen","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Zambia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","39",""
"Zambia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","42",""
"Zambia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Zambia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Zambia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","39",""
"Zambia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","39",""
"Zambia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Zambia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Zimbabwe","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","40",""
"Zimbabwe","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Zimbabwe","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Zimbabwe","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Zimbabwe","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","40",""
"Zimbabwe","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Zimbabwe","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Zimbabwe","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""

"fnSeqID","Footnote"
"1","Including Christmas Island, Cocos (Keeling) Islands, and Norfolk Island."
"2","Refers to Guernsey, and Jersey."
"3","For statistical purposes, the data for China do not include Hong Kong and Macao, Special Administrative Regions (SAR) of China."
"4","Including the island of Mayotte."
"5","Including Åland Islands."
"6","As of 1 July 1997, Hong Kong became a Special Administrative Region (SAR) of China."
"7","As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China."
"8","The former Yugoslav Republic of Macedonia."
"9","Including Agalega, Rodrigues, and Saint Brandon."
"10","Including Svalbard and Jan Mayen Islands."
